the_geom_x,the_geom_webmercator_x,objectid_x,dc_key_x,location,point_x_x,point_y_x,lat_x,lng_x,the_geom_y,the_geom_webmercator_y,objectid_y,dc_key_y,point_x_y,point_y_y,lat_y,lng_y
0101000020E61000004F5C6D4937C452C066472E2821024440,0101000020110F00008C8CCABA71E05FC11FCBB70C42925241,16858158,202215088569.0,2000 BLOCK CARVER ST,-75.06587444,40.01663687,40.01663687,-75.06587444,0101000020E6100000923B6C2233C452C08FFAEB1516024440,0101000020110F000062D72BAD6AE05FC11D61AAC535925241,24640603,202515003825.0,-75.065621,40.016299,40.016299,-75.065621
0101000020E6100000197F918649C952C0488060AFACFF4340,0101000020110F0000985340EB0EE95FC17D85A633898F5241,16858167,202125043550.0,3000 BLOCK N 9TH ST,-75.14511265,39.99745743,39.99745743,-75.14511265,0101000020E6100000B98FBB8C4BC952C07968EDF0B6FF4340,0101000020110F00006CCF675B12E95FC1508F7392948F5241,24424796,202525001706.0,-75.14523619,39.99777042,39.99777042,-75.14523619
0101000020E6100000197F918649C952C0488060AFACFF4340,0101000020110F0000985340EB0EE95FC17D85A633898F5241,16858167,202125043550.0,3000 BLOCK N 9TH ST,-75.14511265,39.99745743,39.99745743,-75.14511265,0101000020E6100000F879215749C952C0F71F57F2CAFF4340,0101000020110F00008A7CAC9A0EE95FC1BD5F50C0AA8F5241,24479726,202525000942.0,-75.14510134,39.99838094,39.99838094,-75.14510134
0101000020E6100000571DDE1827C852C0FF113C7430004440,0101000020110F0000E18BCD9821E75FC18C23664A1B905241,16858168,202125044932.0,3300 BLOCK N WATER ST,-75.1273863,40.0014787,40.0014787,-75.1273863,0101000020E6100000E41071732AC852C06803B00111004440,0101000020110F000093632D4B27E75FC184E0C36CF88F5241,24700841,202525003356.0,-75.127591,40.000519,40.000519,-75.127591
0101000020E6100000571DDE1827C852C0FF113C7430004440,0101000020110F0000E18BCD9821E75FC18C23664A1B905241,16858168,202125044932.0,3300 BLOCK N WATER ST,-75.1273863,40.0014787,40.0014787,-75.1273863,0101000020E61000008B37539D25C852C0028FDA8A1E004440,0101000020110F00005F961C141FE75FC19A81936E07905241,24614456,202525001566.0,-75.12729581,40.00093209,40.00093208,-75.12729581
0101000020E61000008E59384102CA52C0B15EFBB8EC024440,0101000020110F0000049E2EB348EA5FC128C1FFCD23935241,16858177,202135035812.0,4500 BLOCK N 19TH ST,-75.15638762,40.0228492,40.0228492,-75.15638762,0101000020E6100000B989DED2FFC952C073B74ED0E4024440,0101000020110F0000CD7C0E9244EA5FC1329987081B935241,24229042,202535000867.0,-75.15623924,40.02260784,40.02260784,-75.15623924
0101000020E6100000F9B3279AEAC452C04B0BB0F2F8024440,0101000020110F000065439750A2E15FC1D974055D31935241,16858613,202315084028.0,1600 BLOCK BRIDGE ST,-75.07681898,40.02322229,40.02322229,-75.07681898,0101000020E61000009BE33F51D7C452C06B8B630BDE024440,0101000020110F00007592C28E81E15FC1C294A38613935241,24398423,202515002370.0,-75.07564193,40.02240126,40.02240126,-75.07564193
0101000020E6100000F0A810133DCA52C016730803ECFE4340,0101000020110F00008C6F729CACEA5FC143DFFC9AB38E5241,16858632,202322022474.0,2500 BLOCK N 17TH ST,-75.15997769,39.99157751,39.99157751,-75.15997769,0101000020E6100000A11851C13ECA52C08A77FCEE08FF4340,0101000020110F00002FD84577AFEA5FC1780AAAAAD38E5241,24639368,202522004149.0,-75.16008028,39.99246013,39.99246013,-75.16008027
0101000020E610000066A3316278CB52C034E5758AF6FD4340,0101000020110F0000438D0232C4EC5FC144D72281A38D5241,16858635,202322032663.0,1800 BLOCK N MARSTON ST,-75.17922263,39.98408634,39.98408633,-75.17922263,0101000020E61000004AC05C497ACB52C03E9447BBFAFD4340,0101000020110F00008CB8836DC7EC5FC115B54626A88D5241,24705491,202522003216.0,-75.17933878,39.98421422,39.98421422,-75.17933878
0101000020E61000008C7C033822CE52C0026595CA42FA4340,0101000020110F00008286715C4AF15FC1613AC63789895241,16859043,202218057352.0,200 BLOCK S SAINT BERNARD ST,-75.22083855,39.95516331,39.95516331,-75.22083855,0101000020E6100000460724611FCE52C053CACE4F2FFA4340,0101000020110F000047D7C68945F15FC12207ACA273895241,24696130,202518002221.0,-75.22066525,39.95456884,39.95456884,-75.22066525
0101000020E61000008C7C033822CE52C0026595CA42FA4340,0101000020110F00008286715C4AF15FC1613AC63789895241,16859043,202218057352.0,200 BLOCK S SAINT BERNARD ST,-75.22083855,39.95516331,39.95516331,-75.22083855,0101000020E6100000A9C57D371FCE52C029C344C530FA4340,0101000020110F0000F9EC074345F15FC13B51724075895241,24429367,202518001601.0,-75.22065532,39.95461336,39.95461336,-75.22065532
0101000020E61000008C7C033822CE52C0026595CA42FA4340,0101000020110F00008286715C4AF15FC1613AC63789895241,16859044,202218057352.0,200 BLOCK S SAINT BERNARD ST,-75.22083855,39.95516331,39.95516331,-75.22083855,0101000020E6100000460724611FCE52C053CACE4F2FFA4340,0101000020110F000047D7C68945F15FC12207ACA273895241,24696130,202518002221.0,-75.22066525,39.95456884,39.95456884,-75.22066525
0101000020E61000008C7C033822CE52C0026595CA42FA4340,0101000020110F00008286715C4AF15FC1613AC63789895241,16859044,202218057352.0,200 BLOCK S SAINT BERNARD ST,-75.22083855,39.95516331,39.95516331,-75.22083855,0101000020E6100000A9C57D371FCE52C029C344C530FA4340,0101000020110F0000F9EC074345F15FC13B51724075895241,24429367,202518001601.0,-75.22065532,39.95461336,39.95461336,-75.22065532
0101000020E61000005DAE9709B3C452C0E6ACB263E1014440,0101000020110F00009B6BBDEE43E15FC1190EE455FB915241,16859048,202215081283.0,1900 BLOCK HAWORTH ST,-75.07342758,40.01469084,40.01469084,-75.07342758,0101000020E610000055DA2437B1C452C0993B23DFDF014440,0101000020110F0000C81C6ED640E15FC1C31302A7F9915241,24421195,202515001900.0,-75.07331637,40.01464452,40.01464452,-75.07331637
0101000020E61000005DAE9709B3C452C0E6ACB263E1014440,0101000020110F00009B6BBDEE43E15FC1190EE455FB915241,16859049,202215081283.0,1900 BLOCK HAWORTH ST,-75.07342758,40.01469084,40.01469084,-75.07342758,0101000020E610000055DA2437B1C452C0993B23DFDF014440,0101000020110F0000C81C6ED640E15FC1C31302A7F9915241,24421195,202515001900.0,-75.07331637,40.01464452,40.01464452,-75.07331637
0101000020E6100000841A9506C4CC52C07FE8175F93FA4340,0101000020110F00004701DD85F7EE5FC191B3A87FE2895241,16859052,202216027274.0,0 BLOCK N 39TH ST,-75.19946446,39.95762242,39.95762242,-75.19946446,0101000020E6100000C167D243C0CC52C05E851067B0FA4340,0101000020110F000030848422F1EE5FC12D814DAA028A5241,24474490,202516001388.0,-75.19923492,39.95850838,39.95850838,-75.19923492
0101000020E61000000A0873DC25CC52C02A28DA8F73F74340,0101000020110F00000D3B4CDDEAED5FC161F7AD786C865241,16859059,202217021695.0,2700 BLOCK TASKER ST,-75.18981086,39.93321418,39.93321417,-75.18981086,0101000020E61000006CFC702D26CC52C0A3AFFFBE6FF74340,0101000020110F000063F0DE66EBED5FC1D1A7B73E68865241,24656857,202517001915.0,-75.18983017,39.93309773,39.93309772,-75.18983017
0101000020E6100000583B6965EBCE52C0770D7E0B00FB4340,0101000020110F0000F6E0BF14A0F25FC1E16348E95A8A5241,16859062,202218004495.0,5600 BLOCK MARKET ST,-75.23311744,39.96093887,39.96093887,-75.23311744,0101000020E61000003A6B22F9EBCE52C0D347433AFAFA4340,0101000020110F00002B2DAC0FA1F25FC1092F2577548A5241,24484357,202518002042.0,-75.23315266,39.96076134,39.96076134,-75.23315266
0101000020E6100000583B6965EBCE52C0770D7E0B00FB4340,0101000020110F0000F6E0BF14A0F25FC1E16348E95A8A5241,16859062,202218004495.0,5600 BLOCK MARKET ST,-75.23311744,39.96093887,39.96093887,-75.23311744,0101000020E6100000D4D21E27F3CE52C0B8F41E1D0DFB4340,0101000020110F0000DA39AD41ADF25FC1E3266A64698A5241,24639885,202519003133.0,-75.23359087,39.9613377,39.9613377,-75.23359087
0101000020E6100000052EF25F5ECF52C0035F6E831CFB4340,0101000020110F0000A8E3446263F35FC1C598BA747A8A5241,16859064,202218026170.0,5900 BLOCK MARKET ST,-75.24013518,39.96180767,39.96180766,-75.24013518,0101000020E6100000710E6CCF4BCF52C0330CCCC828FB4340,0101000020110F0000F904A1D943F35FC1A819920D888A5241,24703867,202519004787.0,-75.23900209,39.96218214,39.96218214,-75.23900209
0101000020E6100000052EF25F5ECF52C0035F6E831CFB4340,0101000020110F0000A8E3446263F35FC1C598BA747A8A5241,16859065,202218033571.0,5900 BLOCK MARKET ST,-75.24013518,39.96180767,39.96180766,-75.24013518,0101000020E6100000710E6CCF4BCF52C0330CCCC828FB4340,0101000020110F0000F904A1D943F35FC1A819920D888A5241,24703867,202519004787.0,-75.23900209,39.96218214,39.96218214,-75.23900209
0101000020E6100000052EF25F5ECF52C0035F6E831CFB4340,0101000020110F0000A8E3446263F35FC1C598BA747A8A5241,16859066,202218033571.0,5900 BLOCK MARKET ST,-75.24013518,39.96180767,39.96180766,-75.24013518,0101000020E6100000710E6CCF4BCF52C0330CCCC828FB4340,0101000020110F0000F904A1D943F35FC1A819920D888A5241,24703867,202519004787.0,-75.23900209,39.96218214,39.96218214,-75.23900209
0101000020E610000051A5C1C8E6CE52C034E1B0979AFB4340,0101000020110F00006AF0493F98F25FC171C0DF29068B5241,16859068,202219023257.0,5600 BLOCK VINE ST,-75.23283595,39.96565529,39.96565529,-75.23283595,0101000020E6100000143D9578E5CE52C0FB0DC97FB7FB4340,0101000020110F00006AAD430496F25FC166532932268B5241,24258939,202519000078.0,-75.2327558,39.96653745,39.96653745,-75.2327558
0101000020E610000051A5C1C8E6CE52C034E1B0979AFB4340,0101000020110F00006AF0493F98F25FC171C0DF29068B5241,16859068,202219023257.0,5600 BLOCK VINE ST,-75.23283595,39.96565529,39.96565529,-75.23283595,0101000020E6100000143D9578E5CE52C0FB0DC97FB7FB4340,0101000020110F00006AAD430496F25FC166532932268B5241,24165891,202519000079.0,-75.2327558,39.96653745,39.96653745,-75.2327558
0101000020E610000051A5C1C8E6CE52C034E1B0979AFB4340,0101000020110F00006AF0493F98F25FC171C0DF29068B5241,16859068,202219023257.0,5600 BLOCK VINE ST,-75.23283595,39.96565529,39.96565529,-75.23283595,0101000020E6100000143D9578E5CE52C0FB0DC97FB7FB4340,0101000020110F00006AAD430496F25FC166532932268B5241,24320850,202519000773.0,-75.2327558,39.96653745,39.96653745,-75.2327558
0101000020E610000051A5C1C8E6CE52C034E1B0979AFB4340,0101000020110F00006AF0493F98F25FC171C0DF29068B5241,16859068,202219023257.0,5600 BLOCK VINE ST,-75.23283595,39.96565529,39.96565529,-75.23283595,0101000020E6100000143D9578E5CE52C0FB0DC97FB7FB4340,0101000020110F00006AAD430496F25FC166532932268B5241,24543936,202519001434.0,-75.2327558,39.96653745,39.96653745,-75.2327558
0101000020E610000051A5C1C8E6CE52C034E1B0979AFB4340,0101000020110F00006AF0493F98F25FC171C0DF29068B5241,16859068,202219023257.0,5600 BLOCK VINE ST,-75.23283595,39.96565529,39.96565529,-75.23283595,0101000020E6100000143D9578E5CE52C0FB0DC97FB7FB4340,0101000020110F00006AAD430496F25FC166532932268B5241,24543942,202519002918.0,-75.2327558,39.96653745,39.96653745,-75.2327558
0101000020E610000051A5C1C8E6CE52C034E1B0979AFB4340,0101000020110F00006AF0493F98F25FC171C0DF29068B5241,16859068,202219023257.0,5600 BLOCK VINE ST,-75.23283595,39.96565529,39.96565529,-75.23283595,0101000020E6100000143D9578E5CE52C0FB0DC97FB7FB4340,0101000020110F00006AAD430496F25FC166532932268B5241,24543945,202519002947.0,-75.2327558,39.96653745,39.96653745,-75.2327558
0101000020E610000051A5C1C8E6CE52C034E1B0979AFB4340,0101000020110F00006AF0493F98F25FC171C0DF29068B5241,16859068,202219023257.0,5600 BLOCK VINE ST,-75.23283595,39.96565529,39.96565529,-75.23283595,0101000020E6100000143D9578E5CE52C0FB0DC97FB7FB4340,0101000020110F00006AAD430496F25FC166532932268B5241,24543955,202519003681.0,-75.2327558,39.96653745,39.96653745,-75.2327558
0101000020E610000051A5C1C8E6CE52C034E1B0979AFB4340,0101000020110F00006AF0493F98F25FC171C0DF29068B5241,16859068,202219023257.0,5600 BLOCK VINE ST,-75.23283595,39.96565529,39.96565529,-75.23283595,0101000020E6100000143D9578E5CE52C0FB0DC97FB7FB4340,0101000020110F00006AAD430496F25FC166532932268B5241,24511556,202519003435.0,-75.2327558,39.96653745,39.96653745,-75.2327558
0101000020E610000051A5C1C8E6CE52C034E1B0979AFB4340,0101000020110F00006AF0493F98F25FC171C0DF29068B5241,16859068,202219023257.0,5600 BLOCK VINE ST,-75.23283595,39.96565529,39.96565529,-75.23283595,0101000020E6100000143D9578E5CE52C0FB0DC97FB7FB4340,0101000020110F00006AAD430496F25FC166532932268B5241,24664063,202519004409.0,-75.2327558,39.96653745,39.96653745,-75.2327558
0101000020E610000051A5C1C8E6CE52C034E1B0979AFB4340,0101000020110F00006AF0493F98F25FC171C0DF29068B5241,16859068,202219023257.0,5600 BLOCK VINE ST,-75.23283595,39.96565529,39.96565529,-75.23283595,0101000020E61000008F37B711E8CE52C055457E1E9FFB4340,0101000020110F0000082A0F6E9AF25FC13551F92D0B8B5241,24086290,202419086899.0,-75.23291438,39.96579343,39.96579343,-75.23291438
0101000020E610000051A5C1C8E6CE52C034E1B0979AFB4340,0101000020110F00006AF0493F98F25FC171C0DF29068B5241,16859068,202219023257.0,5600 BLOCK VINE ST,-75.23283595,39.96565529,39.96565529,-75.23283595,0101000020E6100000143D9578E5CE52C0FB0DC97FB7FB4340,0101000020110F00006AAD430496F25FC166532932268B5241,24634283,202519002165.0,-75.2327558,39.96653745,39.96653745,-75.2327558
0101000020E610000051A5C1C8E6CE52C034E1B0979AFB4340,0101000020110F00006AF0493F98F25FC171C0DF29068B5241,16859068,202219023257.0,5600 BLOCK VINE ST,-75.23283595,39.96565529,39.96565529,-75.23283595,0101000020E6100000143D9578E5CE52C0FB0DC97FB7FB4340,0101000020110F00006AAD430496F25FC166532932268B5241,24634297,202519003438.0,-75.2327558,39.96653745,39.96653745,-75.2327558
0101000020E610000051A5C1C8E6CE52C034E1B0979AFB4340,0101000020110F00006AF0493F98F25FC171C0DF29068B5241,16859068,202219023257.0,5600 BLOCK VINE ST,-75.23283595,39.96565529,39.96565529,-75.23283595,0101000020E6100000143D9578E5CE52C0FB0DC97FB7FB4340,0101000020110F00006AAD430496F25FC166532932268B5241,24665738,202519003123.0,-75.2327558,39.96653745,39.96653745,-75.2327558
0101000020E610000051A5C1C8E6CE52C034E1B0979AFB4340,0101000020110F00006AF0493F98F25FC171C0DF29068B5241,16859068,202219023257.0,5600 BLOCK VINE ST,-75.23283595,39.96565529,39.96565529,-75.23283595,0101000020E6100000143D9578E5CE52C0FB0DC97FB7FB4340,0101000020110F00006AAD430496F25FC166532932268B5241,24548466,202519000491.0,-75.2327558,39.96653745,39.96653745,-75.2327558
0101000020E610000051A5C1C8E6CE52C034E1B0979AFB4340,0101000020110F00006AF0493F98F25FC171C0DF29068B5241,16859068,202219023257.0,5600 BLOCK VINE ST,-75.23283595,39.96565529,39.96565529,-75.23283595,0101000020E6100000143D9578E5CE52C0FB0DC97FB7FB4340,0101000020110F00006AAD430496F25FC166532932268B5241,24665744,202519003445.0,-75.2327558,39.96653745,39.96653745,-75.2327558
0101000020E610000051A5C1C8E6CE52C034E1B0979AFB4340,0101000020110F00006AF0493F98F25FC171C0DF29068B5241,16859068,202219023257.0,5600 BLOCK VINE ST,-75.23283595,39.96565529,39.96565529,-75.23283595,0101000020E6100000143D9578E5CE52C0FB0DC97FB7FB4340,0101000020110F00006AAD430496F25FC166532932268B5241,24665751,202519004202.0,-75.2327558,39.96653745,39.96653745,-75.2327558
0101000020E610000051A5C1C8E6CE52C034E1B0979AFB4340,0101000020110F00006AF0493F98F25FC171C0DF29068B5241,16859068,202219023257.0,5600 BLOCK VINE ST,-75.23283595,39.96565529,39.96565529,-75.23283595,0101000020E6100000143D9578E5CE52C0FB0DC97FB7FB4340,0101000020110F00006AAD430496F25FC166532932268B5241,24665753,202519004593.0,-75.2327558,39.96653745,39.96653745,-75.2327558
0101000020E610000051A5C1C8E6CE52C034E1B0979AFB4340,0101000020110F00006AF0493F98F25FC171C0DF29068B5241,16859068,202219023257.0,5600 BLOCK VINE ST,-75.23283595,39.96565529,39.96565529,-75.23283595,0101000020E6100000143D9578E5CE52C0FB0DC97FB7FB4340,0101000020110F00006AAD430496F25FC166532932268B5241,24693135,202519003674.0,-75.2327558,39.96653745,39.96653745,-75.2327558
0101000020E610000051A5C1C8E6CE52C034E1B0979AFB4340,0101000020110F00006AF0493F98F25FC171C0DF29068B5241,16859068,202219023257.0,5600 BLOCK VINE ST,-75.23283595,39.96565529,39.96565529,-75.23283595,0101000020E6100000143D9578E5CE52C0FB0DC97FB7FB4340,0101000020110F00006AAD430496F25FC166532932268B5241,24693138,202519003992.0,-75.2327558,39.96653745,39.96653745,-75.2327558
0101000020E610000051A5C1C8E6CE52C034E1B0979AFB4340,0101000020110F00006AF0493F98F25FC171C0DF29068B5241,16859068,202219023257.0,5600 BLOCK VINE ST,-75.23283595,39.96565529,39.96565529,-75.23283595,0101000020E6100000143D9578E5CE52C0FB0DC97FB7FB4340,0101000020110F00006AAD430496F25FC166532932268B5241,24693139,202519004174.0,-75.2327558,39.96653745,39.96653745,-75.2327558
0101000020E610000051A5C1C8E6CE52C034E1B0979AFB4340,0101000020110F00006AF0493F98F25FC171C0DF29068B5241,16859068,202219023257.0,5600 BLOCK VINE ST,-75.23283595,39.96565529,39.96565529,-75.23283595,0101000020E6100000143D9578E5CE52C0FB0DC97FB7FB4340,0101000020110F00006AAD430496F25FC166532932268B5241,24693144,202519004831.0,-75.2327558,39.96653745,39.96653745,-75.2327558
0101000020E610000051A5C1C8E6CE52C034E1B0979AFB4340,0101000020110F00006AF0493F98F25FC171C0DF29068B5241,16859068,202219023257.0,5600 BLOCK VINE ST,-75.23283595,39.96565529,39.96565529,-75.23283595,0101000020E6100000143D9578E5CE52C0FB0DC97FB7FB4340,0101000020110F00006AAD430496F25FC166532932268B5241,24693145,202519004901.0,-75.2327558,39.96653745,39.96653745,-75.2327558
0101000020E610000051A5C1C8E6CE52C034E1B0979AFB4340,0101000020110F00006AF0493F98F25FC171C0DF29068B5241,16859068,202219023257.0,5600 BLOCK VINE ST,-75.23283595,39.96565529,39.96565529,-75.23283595,0101000020E6100000143D9578E5CE52C0FB0DC97FB7FB4340,0101000020110F00006AAD430496F25FC166532932268B5241,24604350,202519002793.0,-75.2327558,39.96653745,39.96653745,-75.2327558
0101000020E610000051A5C1C8E6CE52C034E1B0979AFB4340,0101000020110F00006AF0493F98F25FC171C0DF29068B5241,16859068,202219023257.0,5600 BLOCK VINE ST,-75.23283595,39.96565529,39.96565529,-75.23283595,0101000020E6100000143D9578E5CE52C0FB0DC97FB7FB4340,0101000020110F00006AAD430496F25FC166532932268B5241,24604357,202519003138.0,-75.2327558,39.96653745,39.96653745,-75.2327558
0101000020E610000051A5C1C8E6CE52C034E1B0979AFB4340,0101000020110F00006AF0493F98F25FC171C0DF29068B5241,16859068,202219023257.0,5600 BLOCK VINE ST,-75.23283595,39.96565529,39.96565529,-75.23283595,0101000020E6100000143D9578E5CE52C0FB0DC97FB7FB4340,0101000020110F00006AAD430496F25FC166532932268B5241,24700895,202519004025.0,-75.2327558,39.96653745,39.96653745,-75.2327558
0101000020E6100000EEA0C849D7CE52C082F1E39A48FB4340,0101000020110F0000E188FCEC7DF25FC1363F1250AB8A5241,16857753,202119014043.0,5500 BLOCK CHERRY ST,-75.23189016,39.96315323,39.96315323,-75.23189015,0101000020E6100000D984AC55D8CE52C0EC5C838449FB4340,0101000020110F0000246106B47FF25FC196F8F152AC8A5241,24633587,202519003157.0,-75.23195402,39.96318108,39.96318108,-75.23195402
0101000020E6100000F8D0B2AC83C652C06E51035911014440,0101000020110F000082725E2A59E45FC1E1A5F0A414915241,16857769,202124012205.0,4000 BLOCK DUNGAN ST,-75.10178678,40.00834191,40.00834191,-75.10178678,0101000020E6100000DA0751A583C652C074A63B1511014440,0101000020110F0000CD74D41D59E45FC167CDC85914915241,24364065,202524000203.0,-75.10178502,40.00833383,40.00833383,-75.10178502
0101000020E6100000D9D7158E7BC952C02A6820B7DB064440,0101000020110F00000C901BE663E95FC17B889EDD80975241,16858180,202135032703.0,6500 BLOCK N 18TH ST,-75.1481662,40.05358018,40.05358018,-75.1481662,0101000020E6100000F4F285DA80C952C028797DFFC9064440,0101000020110F0000E26927E66CE95FC16A191B356D975241,24372000,202535001109.0,-75.1484896,40.05303949,40.05303949,-75.1484896
0101000020E61000008E59384102CA52C0B15EFBB8EC024440,0101000020110F0000049E2EB348EA5FC128C1FFCD23935241,16858181,202135035812.0,4500 BLOCK N 19TH ST,-75.15638762,40.0228492,40.0228492,-75.15638762,0101000020E6100000B989DED2FFC952C073B74ED0E4024440,0101000020110F0000CD7C0E9244EA5FC1329987081B935241,24229042,202535000867.0,-75.15623924,40.02260784,40.02260784,-75.15623924
0101000020E61000008E59384102CA52C0B15EFBB8EC024440,0101000020110F0000049E2EB348EA5FC128C1FFCD23935241,16858182,202135035812.0,4500 BLOCK N 19TH ST,-75.15638762,40.0228492,40.0228492,-75.15638762,0101000020E6100000B989DED2FFC952C073B74ED0E4024440,0101000020110F0000CD7C0E9244EA5FC1329987081B935241,24229042,202535000867.0,-75.15623924,40.02260784,40.02260784,-75.15623924
0101000020E61000004E5EE83A62C952C0F94A6241C8034440,0101000020110F0000E72EC7E138E95FC19D8A574A17945241,16858191,202135026478.0,5000 BLOCK N BROAD ST,-75.14662049,40.02954882,40.02954881,-75.14662049,0101000020E6100000BCF427D85CC952C0D95E2C88D8034440,0101000020110F0000A767D4BB2FE95FC18DD6015829945241,24691177,202535003488.0,-75.14629176,40.03004554,40.03004553,-75.14629177
0101000020E61000004E5EE83A62C952C0F94A6241C8034440,0101000020110F0000E72EC7E138E95FC19D8A574A17945241,16858191,202135026478.0,5000 BLOCK N BROAD ST,-75.14662049,40.02954882,40.02954881,-75.14662049,0101000020E6100000E7EF73B65FC952C0CA47BD6DC7034440,0101000020110F0000A8511B9B34E95FC11BFB975F16945241,24181174,202535000761.0,-75.14646684,40.02952358,40.02952358,-75.14646684
0101000020E61000004E5EE83A62C952C0F94A6241C8034440,0101000020110F0000E72EC7E138E95FC19D8A574A17945241,16858191,202135026478.0,5000 BLOCK N BROAD ST,-75.14662049,40.02954882,40.02954881,-75.14662049,0101000020E6100000E7EF73B65FC952C0CA47BD6DC7034440,0101000020110F0000A8511B9B34E95FC11BFB975F16945241,24515813,202535003867.0,-75.14646684,40.02952358,40.02952358,-75.14646684
0101000020E61000004E5EE83A62C952C0F94A6241C8034440,0101000020110F0000E72EC7E138E95FC19D8A574A17945241,16858191,202135026478.0,5000 BLOCK N BROAD ST,-75.14662049,40.02954882,40.02954881,-75.14662049,0101000020E6100000E7EF73B65FC952C0CA47BD6DC7034440,0101000020110F0000A8511B9B34E95FC11BFB975F16945241,24640215,202535002671.0,-75.14646684,40.02952358,40.02952358,-75.14646684
0101000020E61000002B1709F171C952C0C0A783062C074440,0101000020110F0000D153C49153E95FC1AB86C7F9D9975241,16858193,202135039332.0,6700 BLOCK N 18TH ST,-75.14757944,40.05603105,40.05603105,-75.14757944,0101000020E6100000F78BC0F574C952C04F2E5B2537074440,0101000020110F000025C94DB258E95FC12724A050E6975241,24630602,202535004715.0,-75.14776367,40.05637042,40.05637042,-75.14776367
0101000020E6100000AFBC79E4EEC952C071A2A712AF034440,0101000020110F00003E13A7CF27EA5FC13BBCE85BFB935241,16858199,202135072611.0,4900 BLOCK N 19TH ST,-75.15520584,40.0287803,40.0287803,-75.15520584,0101000020E61000000E64030AF1C952C04DF4D81ABA034440,0101000020110F00004E0519752BEA5FC193155F9807945241,24709090,202535005151.0,-75.15533686,40.02911697,40.02911697,-75.15533686
0101000020E61000007F650874A4CA52C0299532A1B0024440,0101000020110F0000199ADB355CEB5FC144C4C728E1925241,16858200,202139019922.0,4600 BLOCK FERNHILL RD,-75.16628743,40.02101531,40.02101531,-75.16628743,0101000020E610000017C88191B6CA52C09C48F629C3024440,0101000020110F00003C0813FB7AEB5FC1CD60DCB6F5925241,24417501,202539002573.0,-75.16739309,40.02158093,40.02158093,-75.16739309
0101000020E6100000FF2AD914BCC952C030FF95538AFC4340,0101000020110F00005A8CE380D1E95FC136E348D50F8C5241,16858640,202322051442.0,1300 BLOCK N 10TH ST,-75.15210458,39.97297139,39.97297139,-75.15210458,0101000020E6100000CCFA411BC8C952C0D63BDC0E8DFC4340,0101000020110F00008685E0EDE5E95FC16A8240DC128C5241,24688225,202522004637.0,-75.15283853,39.97305475,39.97305475,-75.15283853
0101000020E6100000FF2AD914BCC952C030FF95538AFC4340,0101000020110F00005A8CE380D1E95FC136E348D50F8C5241,16858640,202322051442.0,1300 BLOCK N 10TH ST,-75.15210458,39.97297139,39.97297139,-75.15210458,0101000020E6100000CCFA411BC8C952C0D63BDC0E8DFC4340,0101000020110F00008685E0EDE5E95FC16A8240DC128C5241,24688226,202522004638.0,-75.15283853,39.97305475,39.97305475,-75.15283853
0101000020E6100000FF2AD914BCC952C030FF95538AFC4340,0101000020110F00005A8CE380D1E95FC136E348D50F8C5241,16858640,202322051442.0,1300 BLOCK N 10TH ST,-75.15210458,39.97297139,39.97297139,-75.15210458,0101000020E6100000CCFA411BC8C952C0D63BDC0E8DFC4340,0101000020110F00008685E0EDE5E95FC16A8240DC128C5241,24688227,202522004648.0,-75.15283853,39.97305475,39.97305475,-75.15283853
0101000020E6100000FF2AD914BCC952C030FF95538AFC4340,0101000020110F00005A8CE380D1E95FC136E348D50F8C5241,16858640,202322051442.0,1300 BLOCK N 10TH ST,-75.15210458,39.97297139,39.97297139,-75.15210458,0101000020E6100000CCFA411BC8C952C0D63BDC0E8DFC4340,0101000020110F00008685E0EDE5E95FC16A8240DC128C5241,24486831,202522001467.0,-75.15283853,39.97305475,39.97305475,-75.15283853
0101000020E610000025C9F7B503C852C0A8009496FCFE4340,0101000020110F0000A8A3597DE5E65FC1C1AB2BFBC58E5241,16858648,202324007822.0,2800 BLOCK ROSEHILL ST,-75.12522649,39.99208338,39.99208338,-75.12522649,0101000020E6100000F5B7881804C852C0064B12D7F3FE4340,0101000020110F00009C50C624E6E65FC100888F48BC8E5241,24238388,202524000545.0,-75.12524999,39.99181641,39.99181641,-75.12524999
0101000020E6100000E136E885DACC52C043C04AD3DAFB4340,0101000020110F0000CCE0A7BC1DEF5FC1B222B6574D8B5241,16858653,202316019867.0,3900 BLOCK BROWN ST,-75.20083759,39.96761552,39.96761552,-75.20083759,0101000020E610000033995C52D6CC52C0F1B16087D6FB4340,0101000020110F00005BD5BB9916EF5FC1BD9ED594488B5241,24208317,202516000185.0,-75.20058116,39.9674844,39.9674844,-75.20058116
0101000020E61000002F52A4D27ACF52C0D196EFF009FA4340,0101000020110F0000E02EA9B493F35FC1F1CF2E3B4A895241,16858659,202318053078.0,500 BLOCK S SALFORD ST,-75.24187151,39.95342838,39.95342838,-75.24187151,0101000020E6100000F34E707777CF52C02605717907FA4340,0101000020110F000004C337018EF35FC1EE7F887F47895241,24605660,202518002161.0,-75.24166666,39.9533531,39.9533531,-75.24166666
